datetime,country,inv_type,banner_type,exchange,ad_size,is_video,video_duration,placement_type,spend,impressions,clicks,installs,installs_cta,buys_d1,buys_d3,buys_d7,revenue_d1,revenue_d3,revenue_d7,buyers_d1,buyers_d3,buyers_d7
2023-11-24,CA,in_app,vast,DT Exchange,interstitial,1,30,rewarded video,11.54166,1285,422,1,1,0,0,0,0,0,0,0,0,0
2023-11-07,US,in_app,image,MobilityWare,xlarge,0,0,banner static,29.23646,180229,84,3,0,0,0,0,0,0,0,0,0,0
2023-12-02,US,in_app,image,Display.io,xlarge,0,0,banner static,0.09833,268,2,0,0,0,0,0,0,0,0,0,0,0
2023-11-27,US,in_app,vast,PubNative,interstitial,1,30,interstitial video,0.07497,171,33,0,0,0,0,0,0,0,0,0,0,0
2023-11-29,CA,in_app,image,Bidmachine D,leaderboard,0,0,banner static,0.21577,7606,30,0,0,0,0,0,0,0,0,0,0,0
2023-11-13,DE,in_app,image,Smaato,xlarge,0,0,banner static,0.79936,10086,7,1,0,0,0,0,0,0,0,0,0,0
2023-11-09,US,in_app,vast,Chartboost,interstitial_landscape,1,30,rewarded video,0.20254,24,1,0,0,0,0,0,0,0,0,0,0,0
2023-11-18,US,in_app,vast,Unity,interstitial_landscape,1,30,rewarded video,24.84726,1942,599,1,1,0,0,0,0,0,0,0,0,0
2023-11-17,CA,in_app,vast,Mintegral,interstitial_landscape,1,28,interstitial video,0.15624,12,2,0,0,0,0,0,0,0,0,0,0,0
2023-11-09,GB,in_app,vast,Inmobi,interstitial,1,27,interstitial video,0.87147,108,22,0,0,0,0,0,0,0,0,0,0,0
2023-11-10,DE,in_app,image,AppLovin,mpu,0,0,banner static,0.36469,6210,4,1,0,0,0,0,0,0,0,0,0,0
2023-12-02,CA,in_app,image,Bidmachine D,mpu,0,0,banner static,0.00897,76,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-18,DE,in_app,image,DT Exchange,xlarge,0,0,banner static,1.38451,24798,10,1,0,0,0,0,0,0,0,0,0,0
2023-11-21,GB,in_app,image,Bidmachine D,interstitial,0,0,interstitial static,2.47076,287,150,1,1,0,0,0,0,0,0,0,0,0
2023-11-11,DE,in_app,image,PubNative,interstitial,0,0,interstitial static,146.21728,44649,13875,43,15,0,0,0,0,0,0,0,0,0
2023-11-23,US,in_app,vast,Bidmachine D,interstitial,1,45,interstitial video,0.69737,44,11,0,0,0,0,0,0,0,0,0,0,0
2023-11-22,DE,in_app,image,Chartboost,mpu,0,0,banner static,0.00247,101,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-06,DE,in_app,image,Vungle,xlarge,0,0,banner static,2.12754,10071,21,0,0,0,0,0,0,0,0,0,0,0
2023-11-22,DE,in_app,image,PubMatic,mpu,0,0,banner static,2.09295,7488,0,1,0,0,0,0,0,0,0,0,0,0
2023-11-10,DE,in_app,image,IronSource,leaderboard,0,0,banner static,0.00054,12,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-23,US,in_app,image,Rakuten,mpu,0,0,banner static,0.36767,134,1,0,0,0,0,0,0,0,0,0,0,0
2023-11-19,DE,in_app,image,Google,xlarge,0,0,banner static,7.67059,263895,391,15,0,0,0,0,0,0,0,0,0,0
2023-11-17,CA,in_app,image,Inmobi,xlarge,0,0,banner static,35.5397,187058,110,17,1,0,0,0,0,0,0,0,0,0
2023-11-10,DE,in_app,vast,Vungle,interstitial,1,42,interstitial video,44.5492,6944,6276,6,6,0,0,0,0,0,0,0,0,0
2023-11-26,CA,in_app,vast,PubNative,interstitial,1,30,interstitial video,0.30876,111,35,0,0,0,0,0,0,0,0,0,0,0
2023-11-01,MX,in_app,vast,Vungle,interstitial_landscape,1,45,interstitial video,5.70121,1636,1394,0,0,0,0,0,0,0,0,0,0,0
2023-11-18,US,in_app,vast,Bidmachine D,interstitial,1,30,rewarded video,1.97843,107,15,0,0,0,0,0,0,0,0,0,0,0
2023-12-02,CA,in_app,image,AppLovin,xlarge,0,0,banner static,20.94201,251697,123,11,0,0,0,0,0,0,0,0,0,0
2023-12-01,CA,in_app,vast,Unity,interstitial,1,30,rewarded video,8.13173,886,248,0,0,0,0,0,0,0,0,0,0,0
2023-11-24,GB,in_app,image,Google,xlarge,0,0,banner static,5.15668,194616,351,12,1,0,1,2,0,2.507598401,6.279231682,0,1,1
2023-11-01,MX,in_app,vast,IronSource,interstitial_landscape,1,30,interstitial video,3.30654,1253,220,0,0,0,0,0,0,0,0,0,0,0
2023-11-09,DE,in_app,image,Google,mpu,0,0,banner static,0.92452,14805,9,0,0,0,0,0,0,0,0,0,0,0
2023-11-04,DE,in_app,vast,Mintegral,interstitial,1,30,interstitial video,15.23396,3916,3210,2,2,0,0,0,0,0,0,0,0,0
2023-11-06,US,in_app,image,Chartboost,mpu,0,0,banner static,0.49992,1081,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-15,CA,in_app,native,Mintegral,native,0,0,banner static,0.05198,877,1,0,0,0,0,0,0,0,0,0,0,0
2023-11-03,CA,in_app,image,Mintegral,mpu,0,0,banner static,0.24296,670,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25,DE,in_app,image,IronSource,leaderboard,0,0,banner static,0.00307,51,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-22,DE,in_app,vast,Chartboost,interstitial,1,45,interstitial video,0.00276,1,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-26,CA,in_app,image,Mintegral,xlarge,0,0,banner static,47.17791,424759,231,28,0,0,0,0,0,0,0,0,0,0
2023-12-03,CA,in_app,vast,Vungle,interstitial_landscape,1,30,interstitial video,4.52902,515,329,0,0,0,0,0,0,0,0,0,0,0
2023-11-03,DE,in_app,vast,Vungle,interstitial_landscape,1,30,interstitial video,1.39117,171,162,0,0,0,0,0,0,0,0,0,0,0
2023-11-25,CA,in_app,image,AppLovin,xlarge,0,0,banner static,15.62595,135282,53,10,0,3,7,13,10.23780734,21.96889215,37.46527461,1,1,1
2023-11-13,GB,in_app,vast,Inmobi,interstitial,1,27,interstitial video,0.5348,74,20,0,0,0,0,0,0,0,0,0,0,0
2023-11-03,CA,in_app,vast,Vungle,interstitial_landscape,1,30,interstitial video,57.01143,5029,3123,2,2,0,0,0,0,0,0,0,0,0
2023-11-13,CA,in_app,native,IronSource,native,0,0,banner static,0.02127,1543,1,0,0,0,0,0,0,0,0,0,0,0
2023-12-03,US,in_app,vast,Mintegral,interstitial_landscape,1,30,interstitial video,69.0626,3820,2905,5,5,0,0,0,0,0,0,0,0,0
2023-11-01,DE,in_app,image,Equativ,xlarge,0,0,banner static,11.03104,88606,41,9,0,0,0,0,0,0,0,0,0,0
2023-12-01,GB,in_app,native,IronSource,native,0,0,banner static,0.20505,7960,2,0,0,0,0,0,0,0,0,0,0,0
2023-12-02,CA,in_app,image,Mintegral,mpu,0,0,banner static,0.23307,1423,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-04,CA,in_app,vast,DT Exchange,interstitial,1,30,interstitial video,40.70119,4911,1525,5,4,0,0,0,0,0,0,0,0,0
2023-12-01,US,in_app,image,Google,leaderboard,0,0,banner static,3.12478,25105,28,1,0,0,0,0,0,0,0,0,0,0
2023-11-06,GB,in_app,vast,DT Exchange,interstitial,1,30,interstitial video,46.9443,4573,1694,7,6,0,0,0,0,0,0,0,0,0
2023-11-20,US,in_app,vast,Unity,interstitial,1,45,rewarded video,4.55342,127,84,0,0,0,0,0,0,0,0,0,0,0
2023-11-11,US,in_app,vast,Vungle,interstitial,1,30,interstitial video,1854.27297,91368,77137,114,110,6,19,32,25.94,83.81,165.67,4,5,8
2023-11-14,DE,in_app,image,Google,interstitial,0,0,interstitial static,205.82075,143118,7923,71,3,13,19,26,50.94816065,63.95338056,94.48392723,1,1,2
2023-11-30,CA,in_app,native,Bidmachine D,native,0,0,banner static,0.03041,258,2,0,0,0,0,0,0,0,0,0,0,0
2023-11-27,GB,in_app,image,Unity,xlarge,0,0,banner static,6.32843,27505,46,10,1,1,3,8,2.526348931,7.558324083,20.19601289,0,0,0
2023-11-01,MX,in_app,image,Inmobi,xlarge,0,0,banner static,71.98718,140930,67,17,0,0,0,0,0,0,0,0,0,0
2023-11-20,US,in_app,vast,Vungle,interstitial,1,30,rewarded video,21.13734,570,545,3,3,0,0,0,0,0,0,0,0,0
2023-11-29,DE,in_app,image,Smaato,mpu,0,0,banner static,0.00336,16,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-04,GB,in_app,vast,Bidmachine D,interstitial,1,30,interstitial video,8.92284,812,84,0,0,0,0,0,0,0,0,0,0,0
2023-11-16,GB,in_app,image,Chartboost,xlarge,0,0,banner static,1.72801,55998,53,3,0,0,0,0,0,0,0,0,0,0
2023-11-16,CA,in_app,image,MobilityWare,leaderboard,0,0,banner static,0.0011,17,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-18,CA,in_app,image,DT Exchange,xlarge,0,0,banner static,51.84722,360798,706,23,1,1,3,3,0.721495463,18.2110908,18.2110908,1,1,1
2023-11-28,CA,in_app,vast,MobilityWare,interstitial_landscape,1,30,interstitial video,0.02662,13,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-07,CA,in_app,image,IronSource,xlarge,0,0,banner static,4.58577,39580,16,4,0,0,0,0,0,0,0,0,0,0
2023-11-10,DE,in_app,native,AppLovin,native,0,0,banner static,0.10106,1391,4,0,0,0,0,0,0,0,0,0,0,0
2023-11-05,MX,in_app,vast,Vungle,interstitial_landscape,1,30,interstitial video,22.74396,3394,2868,10,10,0,0,0,0,0,0,0,0,0
2023-11-10,DE,in_app,image,Chartboost,mpu,0,0,banner static,0.00248,85,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25,DE,in_app,vast,IronSource,interstitial_landscape,1,30,rewarded video,0.55716,139,21,0,0,0,0,0,0,0,0,0,0,0
2023-11-11,US,in_app,vast,Vungle,interstitial_landscape,1,30,interstitial video,195.77428,8905,7358,13,12,1,1,1,1.99,1.99,1.99,1,1,1
2023-11-09,DE,in_app,image,Mintegral,xlarge,0,0,banner static,8.27632,337716,105,11,0,0,0,0,0,0,0,0,0,0
2023-11-21,DE,in_app,image,Equativ,mpu,0,0,banner static,1.20443,10316,6,0,0,0,0,0,0,0,0,0,0,0
2023-12-02,GB,in_app,image,Chartboost,mpu,0,0,banner static,0.30916,9719,9,1,0,0,0,0,0,0,0,0,0,0
2023-11-19,DE,in_app,image,Chartboost,xlarge,0,0,banner static,14.23706,115560,128,14,1,0,0,0,0,0,0,0,0,0
2023-11-07,US,in_app,vast,Inmobi,interstitial,1,30,rewarded video,23.2168,2014,581,0,0,0,0,0,0,0,0,0,0,0
2023-11-20,DE,in_app,vast,IronSource,interstitial,1,30,interstitial video,0.15224,49,10,0,0,0,0,0,0,0,0,0,0,0
2023-11-22,DE,in_app,vast,AppLovin,interstitial,1,30,interstitial video,0.684,236,85,0,0,0,0,0,0,0,0,0,0,0
2023-11-03,DE,in_app,image,Google,mpu,0,0,banner static,1.93821,23662,13,0,0,0,0,0,0,0,0,0,0,0
2023-11-11,DE,in_app,vast,DT Exchange,interstitial,1,30,interstitial video,1.99046,270,114,0,0,0,0,0,0,0,0,0,0,0
2023-11-30,DE,in_app,image,Equativ,mpu,0,0,banner static,1.14407,9504,4,4,0,0,0,0,0,0,0,0,0,0
2023-11-02,US,in_app,image,MobilityWare,xlarge,0,0,banner static,15.35691,83571,37,1,0,0,0,0,0,0,0,0,0,0
2023-11-01,GB,in_app,image,Bidmachine D,interstitial,0,0,interstitial static,6.66707,1088,565,3,3,0,0,0,0,0,0,0,0,0
2023-11-19,DE,in_app,vast,Vungle,interstitial,1,45,interstitial video,2.42064,271,238,0,0,0,0,0,0,0,0,0,0,0
2023-11-28,US,in_app,native,Rakuten,native,0,0,banner static,0.00154,1,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-10,DE,in_app,image,AppLovin,leaderboard,0,0,banner static,0.05241,1232,8,0,0,0,0,0,0,0,0,0,0,0
2023-11-23,GB,in_app,vast,IronSource,interstitial,1,30,interstitial video,0.0109,1,1,0,0,0,0,0,0,0,0,0,0,0
2023-11-08,DE,in_app,image,Google,interstitial_landscape,0,0,rewarded static,0.2955,536,6,0,0,0,0,0,0,0,0,0,0,0
2023-11-06,CA,in_app,image,Vungle,mpu,0,0,banner static,0.24753,764,2,0,0,0,0,0,0,0,0,0,0,0
2023-12-03,GB,in_app,image,Ogury,interstitial,0,0,interstitial static,0.77945,108,42,1,1,0,0,0,0,0,0,0,0,0
2023-11-16,US,in_app,image,Bidmachine D,xlarge,0,0,banner static,11.24574,44359,43,7,0,2,3,5,5.98,7.97,12.95,0,0,0
2023-11-14,GB,in_app,vast,Unity,interstitial,1,30,interstitial video,16.07856,1607,652,3,3,0,0,0,0,0,0,0,0,0
2023-11-05,CA,in_app,vast,Vungle,interstitial,1,30,interstitial video,181.49773,16516,11001,19,17,0,8,15,0,26.04405198,51.32405452,0,1,1
2023-11-23,US,in_app,vast,PubMatic,interstitial_landscape,1,30,interstitial video,33.06014,18525,12873,13,11,3,3,3,51.97,51.97,51.97,2,2,2
2023-11-09,DE,in_app,vast,Mintegral,interstitial,1,30,rewarded video,20.71787,7777,6454,1,1,0,0,0,0,0,0,0,0,0
2023-11-02,GB,in_app,vast,DT Exchange,interstitial,1,27,interstitial video,3.74678,424,152,1,1,0,0,0,0,0,0,0,0,0
2023-11-21,CA,in_app,image,Chartboost,mpu,0,0,banner static,0.01497,668,3,0,0,0,0,0,0,0,0,0,0,0
2023-11-16,CA,in_app,image,DT Exchange,mpu,0,0,banner static,3.05824,12712,5,1,0,0,0,0,0,0,0,0,0,0
2023-11-22,US,in_app,image,Bidmachine D,leaderboard,0,0,banner static,0.05034,1910,4,0,0,0,0,0,0,0,0,0,0,0
2023-11-21,US,in_app,vast,Chartboost,interstitial,1,45,interstitial video,0.09258,11,1,0,0,0,0,0,0,0,0,0,0,0
2023-11-24,GB,in_app,vast,Unity,interstitial_landscape,1,30,interstitial video,2.28111,250,110,0,0,0,0,0,0,0,0,0,0,0
2023-11-01,GB,in_app,image,Mintegral,mpu,0,0,banner static,0.0076,221,1,0,0,0,0,0,0,0,0,0,0,0
2023-11-19,CA,in_app,image,Chartboost,leaderboard,0,0,banner static,0.08838,3436,4,0,0,0,0,0,0,0,0,0,0,0
2023-11-27,US,in_app,vast,DT Exchange,interstitial_landscape,1,30,interstitial video,18.26902,856,321,1,0,0,0,0,0,0,0,0,0,0
2023-11-05,MX,in_app,vast,IronSource,interstitial,1,30,interstitial video,11.05745,2604,619,3,3,0,0,0,0,0,0,0,0,0
2023-11-16,DE,in_app,vast,Unity,interstitial_landscape,1,30,interstitial video,0.9299,218,97,0,0,0,0,0,0,0,0,0,0,0
2023-11-18,US,in_app,image,Google,leaderboard,0,0,banner static,0.17284,5265,5,0,0,0,0,0,0,0,0,0,0,0
2023-12-02,US,in_app,vast,Inmobi,interstitial_landscape,1,30,rewarded video,0.14209,47,26,0,0,0,0,0,0,0,0,0,0,0
2023-11-11,DE,in_app,native,Bidmachine D,native,0,0,banner static,0.00136,2,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-14,DE,in_app,native,Mintegral,native,0,0,banner static,0.04287,611,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-15,US,in_app,native,IronSource,native,0,0,banner static,0.01135,952,1,0,0,0,0,0,0,0,0,0,0,0
2023-11-16,GB,in_app,vast,Vungle,interstitial,1,45,interstitial video,2.84825,344,219,0,0,0,0,0,0,0,0,0,0,0
2023-11-30,US,in_app,native,Bidmachine D,native,0,0,banner static,0.35147,2912,3,0,0,0,0,0,0,0,0,0,0,0
2023-11-09,GB,in_app,image,Inmobi,interstitial_landscape,0,0,interstitial static,31.93919,3175,599,3,3,0,1,1,0,1.210076638,1.210076638,0,1,1
2023-11-23,DE,in_app,image,Mintegral,xlarge,0,0,banner static,13.06083,508637,184,18,0,0,0,0,0,0,0,0,0,0
2023-11-16,DE,in_app,native,Smaato,native,0,0,banner static,0.16928,867,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-30,GB,in_app,image,Vungle,interstitial,0,0,interstitial static,0.80167,110,150,0,0,0,0,0,0,0,0,0,0,0
2023-11-29,US,in_app,image,Ogury,xlarge,0,0,banner static,0.56559,854,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-30,CA,in_app,image,AppLovin,xlarge,0,0,banner static,27.46706,274751,107,13,0,0,0,0,0,0,0,0,0,0
2023-12-01,GB,in_app,image,AppLovin,mpu,0,0,banner static,22.22769,242682,20,29,0,7,12,12,34.1468023,58.21318902,58.21318902,2,2,2
2023-11-14,DE,in_app,native,Inmobi,native,0,0,banner static,0.39088,21329,9,1,0,0,0,0,0,0,0,0,0,0
2023-11-21,US,in_app,vast,Vungle,interstitial_landscape,1,30,rewarded video,3.2256,155,146,0,0,0,0,0,0,0,0,0,0,0
2023-11-15,GB,in_app,vast,Inmobi,interstitial_landscape,1,30,rewarded video,0.53676,75,20,0,0,0,0,0,0,0,0,0,0,0
2023-11-01,GB,in_app,vast,Chartboost,interstitial_landscape,1,45,rewarded video,0.12531,21,3,0,0,0,0,0,0,0,0,0,0,0
2023-11-14,DE,in_app,image,Mintegral,mpu,0,0,banner static,0.00792,248,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-14,DE,in_app,image,Google,leaderboard,0,0,banner static,0.36092,20325,27,0,0,0,0,0,0,0,0,0,0,0
2023-11-29,DE,in_app,image,AppLovin,leaderboard,0,0,banner static,0.11278,2905,18,0,0,0,0,0,0,0,0,0,0,0
2023-11-13,US,in_app,image,DT Exchange,xlarge,0,0,banner static,106.49046,509230,462,59,0,1,2,3,2.99,82.98,90.97,1,2,3
2023-11-04,CA,in_app,vast,Vungle,interstitial,1,30,interstitial video,287.8128,26478,17387,26,25,0,0,1,0,0,2.891409109,0,0,1
2023-11-30,CA,in_app,image,DT Exchange,xlarge,0,0,banner static,59.10283,355940,581,35,1,0,0,0,0,0,0,0,0,0
2023-12-03,CA,in_app,image,IronSource,xlarge,0,0,banner static,9.18835,72805,47,2,0,0,0,0,0,0,0,0,0,0
2023-11-05,DE,in_app,image,PubNative,mpu,0,0,banner static,1.95533,8537,13,0,0,0,0,0,0,0,0,0,0,0
2023-11-16,US,in_app,image,AppLovin,mpu,0,0,banner static,14.41428,24974,16,6,0,0,0,0,0,0,0,0,0,0
2023-11-11,CA,in_app,image,Bidmachine D,mpu,0,0,banner static,0.06216,542,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-02,US,in_app,image,DT Exchange,leaderboard,0,0,banner static,6.41019,54628,67,4,0,0,0,0,0,0,0,0,0,0
2023-11-25,DE,in_app,image,Bidmachine D,leaderboard,0,0,banner static,0.17349,3614,8,0,0,0,0,0,0,0,0,0,0,0
2023-11-03,MX,in_app,vast,IronSource,interstitial,1,30,interstitial video,11.30955,3256,625,2,1,0,0,1,0,0,1.068400159,0,0,1
2023-11-08,DE,in_app,vast,Vungle,interstitial_landscape,1,30,interstitial video,0.49418,65,104,0,0,0,0,0,0,0,0,0,0,0
2023-12-03,DE,in_app,vast,Equativ,interstitial,1,30,interstitial video,8.66831,1081,957,2,2,0,0,0,0,0,0,0,0,0
2023-12-03,GB,in_app,image,Bidmachine D,interstitial,0,0,interstitial static,3.62985,514,254,0,0,0,0,0,0,0,0,0,0,0
2023-11-09,DE,in_app,vast,IronSource,interstitial_landscape,1,30,interstitial video,0.09992,37,6,0,0,0,0,0,0,0,0,0,0,0
2023-11-28,CA,in_app,image,Vungle,xlarge,0,0,banner static,7.25781,21377,24,0,0,0,0,0,0,0,0,0,0,0
2023-11-28,DE,in_app,image,PubMatic,interstitial,0,0,interstitial static,17.60997,21031,739,5,0,0,0,0,0,0,0,0,0,0
2023-11-10,DE,in_app,vast,Unity,interstitial,1,42,interstitial video,14.65407,2283,1402,2,2,0,0,0,0,0,0,0,0,0
2023-11-28,GB,in_app,image,Chartboost,xlarge,0,0,banner static,2.10339,65584,51,1,0,0,0,0,0,0,0,0,0,0
2023-11-01,US,in_app,image,Chartboost,mpu,0,0,banner static,0.34166,823,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-10,US,in_app,image,AppLovin,xlarge,0,0,banner static,147.1242,1423354,620,49,0,6,13,14,51.93,81.83,85.82,2,2,2
2023-11-22,DE,in_app,vast,Unity,interstitial_landscape,1,42,interstitial video,0.1435,49,22,0,0,0,0,0,0,0,0,0,0,0
2023-11-22,GB,in_app,vast,DT Exchange,interstitial_landscape,1,30,interstitial video,1.01231,102,54,0,0,0,0,0,0,0,0,0,0,0
2023-11-09,GB,in_app,vast,Bidmachine D,interstitial,1,27,interstitial video,0.83312,87,6,0,0,0,0,0,0,0,0,0,0,0
2023-11-09,DE,in_app,image,Mintegral,leaderboard,0,0,banner static,0.00017,16,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-05,DE,in_app,vast,Mintegral,interstitial,1,30,interstitial video,14.2723,3375,3003,4,4,0,0,0,0,0,0,0,0,0
2023-11-05,GB,in_app,image,Ogury,interstitial,0,0,interstitial static,6.17419,694,295,0,0,0,0,0,0,0,0,0,0,0
2023-11-02,US,in_app,vast,Inmobi,interstitial,1,30,interstitial video,66.3077,8107,2835,3,1,1,1,4,5.99,5.99,11.96,1,1,1
2023-11-05,US,in_app,image,Unity,mpu,0,0,banner static,0.07335,51,1,0,0,0,0,0,0,0,0,0,0,0
2023-11-05,DE,in_app,vast,Vungle,interstitial_landscape,1,30,interstitial video,1.6589,216,228,1,1,1,1,1,2.136453916,2.136453916,2.136453916,1,1,1
2023-11-04,DE,in_app,vast,Mintegral,interstitial_landscape,1,28,interstitial video,1.33492,114,108,0,0,0,0,0,0,0,0,0,0,0
2023-11-14,GB,in_app,image,Mintegral,mpu,0,0,banner static,0.00893,695,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-07,DE,in_app,image,DT Exchange,interstitial_landscape,0,0,interstitial static,0.68278,229,122,0,0,0,0,0,0,0,0,0,0,0
2023-11-19,GB,in_app,image,Inmobi,leaderboard,0,0,banner static,0.01572,635,1,0,0,0,0,0,0,0,0,0,0,0
2023-11-26,US,in_app,vast,Vungle,interstitial,1,45,interstitial video,41.34777,2233,2160,4,4,0,0,0,0,0,0,0,0,0
2023-11-09,US,in_app,vast,Mintegral,interstitial_landscape,1,30,interstitial video,86.75095,4759,3709,5,5,0,0,0,0,0,0,0,0,0
2023-11-05,GB,in_app,vast,Inmobi,interstitial_landscape,1,28,interstitial video,4.31985,541,133,0,0,0,0,0,0,0,0,0,0,0
2023-11-13,GB,in_app,vast,Inmobi,interstitial_landscape,1,28,interstitial video,0.56912,78,26,0,0,0,0,0,0,0,0,0,0,0
2023-11-02,US,in_app,vast,Mintegral,interstitial_landscape,1,30,rewarded video,37.67137,3649,2713,2,2,0,0,0,0,0,0,0,0,0
2023-11-04,US,in_app,vast,Mintegral,interstitial_landscape,1,30,rewarded video,62.60278,5295,3915,4,4,0,0,0,0,0,0,0,0,0
2023-11-23,CA,in_app,image,Vungle,xlarge,0,0,banner static,3.35607,17512,6,1,0,0,0,0,0,0,0,0,0,0
2023-11-20,DE,in_app,image,Google,xlarge,0,0,banner static,5.70542,156767,192,25,0,0,0,5,0,0,10.89451048,0,0,1
2023-11-15,GB,in_app,vast,DT Exchange,interstitial,1,27,interstitial video,7.27454,616,273,0,0,0,0,0,0,0,0,0,0,0
2023-11-27,GB,in_app,image,Google,mpu,0,0,banner static,0.20771,7380,7,2,0,0,0,0,0,0,0,0,0,0
2023-11-01,GB,in_app,image,DT Exchange,interstitial_landscape,0,0,interstitial static,15.77112,1321,639,3,2,0,0,0,0,0,0,0,0,0
2023-11-02,GB,in_app,image,IronSource,mpu,0,0,banner static,0.009,13,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-17,CA,in_app,image,Google,leaderboard,0,0,banner static,0.16796,6521,14,0,0,0,0,0,0,0,0,0,0,0
2023-11-15,DE,in_app,vast,DT Exchange,interstitial,1,30,interstitial video,1.26531,167,87,0,0,0,0,0,0,0,0,0,0,0
2023-12-03,US,in_app,image,DT Exchange,xlarge,0,0,banner static,251.26809,919568,1043,83,3,0,0,0,0,0,0,0,0,0
2023-11-28,US,in_app,image,AppLovin,leaderboard,0,0,banner static,0.40965,7182,5,0,0,0,0,0,0,0,0,0,0,0
2023-11-02,US,in_app,vast,Unity,interstitial,1,45,interstitial video,50.1297,3521,2275,2,2,0,0,0,0,0,0,0,0,0
2023-11-08,GB,in_app,image,IronSource,xlarge,0,0,banner static,1.15813,17505,15,3,0,0,0,0,0,0,0,0,0,0
2023-11-05,MX,in_app,image,Mintegral,xlarge,0,0,banner static,24.66594,119792,181,18,0,0,0,0,0,0,0,0,0,0
2023-11-23,DE,in_app,vast,Unity,interstitial_landscape,1,30,rewarded video,0.30559,191,33,0,0,0,0,0,0,0,0,0,0,0
2023-12-03,DE,in_app,image,PubNative,interstitial,0,0,interstitial static,15.5489,9038,2587,2,0,0,0,0,0,0,0,0,0,0
2023-11-14,DE,in_app,vast,Mintegral,interstitial_landscape,1,30,interstitial video,7.53153,568,475,0,0,0,0,0,0,0,0,0,0,0
2023-11-05,MX,in_app,vast,DT Exchange,interstitial_landscape,1,30,interstitial video,6.05928,910,462,2,2,0,0,0,0,0,0,0,0,0
2023-11-20,CA,in_app,image,Google,mpu,0,0,banner static,0.01447,544,1,0,0,0,0,0,0,0,0,0,0,0
2023-12-02,GB,in_app,native,IronSource,native,0,0,banner static,0.34519,16465,22,0,0,0,0,0,0,0,0,0,0,0
2023-11-26,US,in_app,vast,DT Exchange,interstitial,1,30,interstitial video,63.48891,3100,1409,5,5,0,0,0,0,0,0,0,0,0
2023-11-16,GB,in_app,vast,Inmobi,interstitial_landscape,1,30,interstitial video,0.8068,102,24,0,0,0,0,0,0,0,0,0,0,0
2023-11-10,GB,in_app,vast,Unity,interstitial_landscape,1,28,interstitial video,0.79547,77,38,0,0,0,0,0,0,0,0,0,0,0
2023-11-23,GB,in_app,image,Chartboost,xlarge,0,0,banner static,0.76541,33898,28,2,0,2,2,2,6.24289427,6.24289427,6.24289427,1,1,1
2023-11-14,US,in_app,vast,Unity,interstitial_landscape,1,30,interstitial video,123.88741,6725,5061,8,7,0,2,2,0,8.98,8.98,0,1,1
2023-11-07,US,in_app,vast,Unity,interstitial_landscape,1,30,rewarded video,13.98191,1244,340,1,1,0,0,0,0,0,0,0,0,0
2023-11-30,DE,in_app,image,Ogury,xlarge,0,0,banner static,0.03511,71,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-01,GB,in_app,image,Bidmachine D,interstitial,0,0,interstitial static,4.18779,458,231,3,2,0,0,0,0,0,0,0,0,0
2023-11-01,DE,in_app,vast,Unity,interstitial,1,42,rewarded video,4.21548,1589,572,1,1,0,0,0,0,0,0,0,0,0
2023-11-18,GB,in_app,vast,IronSource,interstitial,1,30,rewarded video,0.66621,109,14,0,0,0,0,0,0,0,0,0,0,0
2023-11-10,CA,in_app,vast,Mintegral,interstitial,1,27,interstitial video,2.87921,408,103,0,0,0,0,0,0,0,0,0,0,0
2023-11-05,GB,in_app,image,MobilityWare,xlarge,0,0,banner static,0.7467,5657,3,1,0,0,0,0,0,0,0,0,0,0
2023-11-13,US,in_app,vast,Unity,interstitial_landscape,1,30,rewarded video,18.63968,1334,377,2,2,0,0,0,0,0,0,0,0,0
2023-11-09,DE,in_app,image,Mintegral,mpu,0,0,banner static,0.13149,2907,1,0,0,0,0,0,0,0,0,0,0,0
2023-11-02,DE,in_app,image,Chartboost,mpu,0,0,banner static,0.08671,434,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-27,US,in_app,image,Chartboost,xlarge,0,0,banner static,20.71441,82325,55,7,0,3,4,7,6.97,8.96,14.93,1,1,1
